,NAME,LABEL
0,116739_OG_False,False
1,26225_OG_True,True
2,288389_OG_True,True
3,256787_OG_False,False
4,234053_OG_False,False
5,146316_OG_False,False
6,107473_OG_False,False
7,571858_OG_False,False
8,91161_OG_False,False
9,442417_OG_False,False
10,33326_OG_True,True
11,31244_OG_False,False
12,98246_OG_False,False
13,229258_OG_False,False
14,243962_OG_False,False
15,529903_OG_True,True
16,27824_OG_False,False
17,588508_OG_False,False
18,208496_OG_False,False
19,571412_OG_False,False
20,439898_OG_False,False
21,231148_OG_False,False
22,471029_OG_False,False
23,291704_OG_False,False
24,6814_OG_False,False
25,167414_OG_False,False
26,443143_OG_False,False
27,356778_OG_True,True
28,291369_OG_False,False
29,163032_OG_False,False
30,225772_OG_False,False
31,352944_OG_False,False
32,107175_OG_False,False
33,97251_OG_False,False
34,398382_OG_False,False
35,101414_OG_False,False
36,376417_OG_False,False
37,360663_OG_False,False
38,277370_OG_False,False
39,45561_OG_False,False
40,481741_OG_False,False
41,562275_OG_True,True
42,130889_OG_False,False
43,396922_OG_True,True
44,82627_OG_False,False
45,578856_OG_False,False
46,307419_OG_False,False
47,379201_OG_False,False
48,201629_OG_False,False
49,72933_OG_False,False
50,48050_OG_False,False
51,238968_OG_False,False
52,303445_OG_False,False
53,83667_OG_False,False
54,244098_OG_False,False
55,105907_OG_False,False
56,398591_OG_False,False
57,291476_OG_False,False
58,475435_OG_False,False
59,382554_OG_False,False
60,170555_OG_False,False
61,388162_OG_False,False
62,372528_OG_False,False
63,219684_OG_False,False
64,279946_OG_True,True
65,74870_OG_False,False
66,179451_OG_False,False
67,560086_OG_True,True
68,256702_OG_False,False
69,171339_OG_False,False
70,484714_OG_False,False
71,397887_OG_False,False
72,283060_OG_False,False
73,584004_OG_True,True
74,230283_OG_False,False
75,340035_OG_False,False
76,58655_OG_False,False
77,240174_OG_False,False
78,33659_OG_True,True
79,330776_OG_False,False
80,420651_OG_True,True
81,280746_OG_True,True
82,69403_OG_False,False
83,221231_OG_False,False
84,329963_OG_False,False
85,222955_OG_False,False
86,523481_OG_True,True
87,414850_OG_True,True
88,481141_OG_False,False
89,149811_OG_False,False
90,277746_OG_False,False
91,146413_OG_False,False
92,258607_OG_False,False
93,588637_OG_False,False
94,565158_OG_True,True
95,275504_OG_False,False
96,449245_OG_False,False
97,418801_OG_True,True
98,379580_OG_False,False
99,229974_OG_False,False
100,145051_OG_False,False
101,534277_OG_False,False
102,517488_OG_False,False
103,95325_OG_False,False
104,49405_OG_False,False
105,114975_OG_False,False
106,160265_OG_False,False
107,167753_OG_False,False
108,442666_OG_False,False
109,66613_OG_False,False
110,403457_OG_False,False
111,400156_OG_False,False
112,490785_OG_False,False
113,554816_OG_False,False
114,263626_OG_False,False
115,580099_OG_False,False
116,12038_OG_True,True
117,120116_OG_False,False
118,563054_OG_True,True
119,279786_OG_True,True
120,356699_OG_True,True
121,116970_OG_False,False
122,307757_OG_False,False
123,455884_OG_False,False
124,165840_OG_False,False
125,475763_OG_False,False
126,3402_OG_False,False
127,276183_OG_False,False
128,524902_OG_True,True
129,187330_OG_False,False
130,532342_OG_True,True
131,111579_OG_False,False
132,312942_OG_False,False
133,532323_OG_True,True
134,208573_OG_False,False
135,160263_OG_False,False
136,392077_OG_False,False
137,169396_OG_False,False
138,565579_OG_True,True
139,556116_OG_False,False
140,599_OG_True,True
141,339902_OG_False,False
142,512340_OG_True,True
143,20422_OG_False,False
144,117301_OG_False,False
145,380612_OG_False,False
146,322451_OG_False,False
147,251083_OG_False,False
148,60738_OG_False,False
149,252572_OG_True,True
150,82582_OG_False,False
151,89814_OG_False,False
152,509597_OG_True,True
153,72574_OG_False,False
154,558582_OG_False,False
155,131869_OG_False,False
156,134628_OG_False,False
157,498369_OG_False,False
158,576510_OG_True,True
159,173148_OG_False,False
160,277932_OG_False,False
161,553306_OG_False,False
162,443692_OG_False,False
163,222086_OG_False,False
164,565492_OG_True,True
165,210922_OG_True,True
166,326858_OG_True,True
167,418373_OG_True,True
168,391559_OG_False,False
169,459381_OG_False,False
170,542717_OG_True,True
171,473417_OG_False,False
172,126882_OG_False,False
173,259947_OG_False,False
174,235612_OG_False,False
175,67136_OG_False,False
176,354508_OG_True,True
177,22056_OG_False,False
178,580828_OG_False,False
179,241292_OG_False,False
180,230914_OG_False,False
181,7540_OG_False,False
182,74441_OG_False,False
183,61733_OG_False,False
184,240062_OG_False,False
185,70674_OG_False,False
186,32938_OG_False,False
187,346479_OG_False,False
188,74299_OG_False,False
189,539131_OG_False,False
190,249565_OG_False,False
191,292004_OG_False,False
192,508993_OG_False,False
193,224643_OG_False,False
194,565427_OG_True,True
195,138739_OG_True,True
196,495631_OG_False,False
197,254801_OG_False,False
198,495948_OG_False,False
199,426833_OG_False,False
200,199659_OG_False,False
201,98907_OG_False,False
202,101639_OG_False,False
203,451989_OG_False,False
204,371507_OG_False,False
205,444154_OG_False,False
206,431071_OG_False,False
207,489710_OG_False,False
208,56802_OG_False,False
209,103198_OG_False,False
210,63556_OG_False,False
211,422179_OG_False,False
212,355784_OG_True,True
213,114576_OG_False,False
214,260735_OG_False,False
215,200896_OG_False,False
216,199448_OG_False,False
217,562336_OG_True,True
218,470405_OG_False,False
219,146991_OG_False,False
220,442374_OG_False,False
221,192401_OG_False,False
222,292075_OG_False,False
223,485100_OG_False,False
224,261941_OG_False,False
225,79046_OG_False,False
226,464656_OG_False,False
227,577057_OG_True,True
228,102664_OG_False,False
229,53045_OG_False,False
230,566847_OG_True,True
231,15474_OG_True,True
232,97793_OG_False,False
233,247861_OG_False,False
234,174389_OG_False,False
235,426156_OG_False,False
236,509231_OG_True,True
237,504740_OG_False,False
238,224130_OG_False,False
239,420521_OG_True,True
240,61483_OG_False,False
241,172634_OG_False,False
242,397382_OG_True,True
243,2260_OG_True,True
244,409386_OG_False,False
245,278085_OG_False,False
246,477110_OG_False,False
247,299105_OG_False,False
248,443555_OG_False,False
249,582765_OG_False,False
250,510311_OG_True,True
251,162316_OG_False,False
252,199122_OG_False,False
253,311120_OG_False,False
